id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api|varosresz_kategoria|varosresz_premium_szorzo
36|Érd, Érdliget||110 M Ft||142 m2|774 647 Ft / m2|4|||jó állapotú|gázkazán||udvari beálló|ingatlaniroda|2|"Eladó kétgenerációs családi ház Érdliget egyik legjobb részén!

Kiváló adottságokkal rendelkező, kétszintes, 2 generáció számára is ideális családi ház eladó Érdligeten, csendes, zöldövezeti környezetben!

Az ingatlan teljes körű felújításon esett át kb. 10 éve, a fürdőszoba pedig most, 2025-ben lett frissen és igényesen felújítva. A ház kialakítása lehetővé teszi akár két generáció zavartalan együttélését is, de egy család számára is tökéletes választás.

Az ingatlanhoz 2 terasz is tartozik
•egy árnyékos, kb. 15 m²-es terasz, amely ideális pihenésre, kávézgatásra, olvasásra
•valamint egy nagy, 25 m²-es napozóterasz, ahol zavartalanul élvezhető a napsütés

A telek mérete ideális, a ház elrendezése jól átgondolt, a környék pedig nyugodt és biztonságos, mégis minden fontos szolgáltatás könny..."|https://ingatlan.com/34867355|380 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|Budapest általános|0.85|enhanced_4step|aggregated_from_2_sources|2|47.3884329|18.935069|Érd, Érdliget|Érd Erdliget - Prémium|1.2
37|Érd, Érdliget||139,90 M Ft||157 m2|891 082 Ft / m2|5|2021||új építésű|hőszivattyú, padlófűtés||önálló garázs - benne van az árban|ingatlaniroda|8|"ALACSONY REZSI, PANORÁMA, NAGY NAPPALI, HATALMAS TERASZOK ÉRDLIGETEN!

Érdliget csendes mellékutcájában kínálunk megvételre egy igényes kivitelezésű, ALACSONY REZSIJŰ, PANORÁMÁS, HŐSZIVATTYÚS, DUPLAGARÁZSOS, bruttó 210 nm-es (nettó 157 nm), nappali + 4 szobás, tágas amerikai konyhás, ÚJ ÉPÍTÉSŰ ikerházi lakást, a hozzá tartozó 626 nm-es telekkel.
CSOK +
Évtizedes tapasztalattal és megtekinthető referenciákkal rendelkező, tőkeerős, MEGBÍZHATÓ KIVITELEZŐ!
Várható átadás: 2024. I. negyedév

Műszaki tartalom:
•Az alapban C16-os mixerbeton, a koszorúban és födémben C20-as mixerbeton. Aljzatbeton ESTRICH.
•Falazat: 30-as Porotherm tégla. Kívülről 15 cm-es DRYVIT. Felül 25 cm-es kőzetgyapot szigetelés. A válaszfal 10-es válaszfaltégla. Falak kétszer glettelve, fehér színre festve.
•Tető: 1. osztá..."|https://ingatlan.com/34563606|626 m2||||||||||||||||||||9.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|1|0|0|0|0|1|0|0|12.2|0.0|12.2|Budapest általános|0.85|enhanced_4step|aggregated_from_2_sources|2|47.3884329|18.935069|Érd, Érdliget|Érd Lakótelep|0.9
38|Diósd, Pacsirta utca||139,90 M Ft||170 m2|822 941 Ft / m2|3 + 3 fél|2001 és 2010 között||jó állapotú|gázkazán||utca, közterület - ingyenes|ingatlaniroda|30|"Diósdliget egyik legszebb utcájában eladóvá vált egy három szintes, napfényes családi ház.

Új gazdáját keresi ez a gondosan karbantartott ingatlan, amely Diósdliget egyik legkedveltebb, csendes, mégis kiváló közlekedésű részén található.

Az ingatlan 2001-ben épült 38-as téglából, 10 cm-es szigeteléssel a 630 nm-es telken, ahol a bruttó 170 négyzetméteren összesen három szint került kialakításra.

Elosztás:
Szuterén: két parkettázott tároló helyiség (40 nm)
Földszint: tágas előszoba, amerikai konyhás, szinteltolásos nappali, 1 szoba, WC, fürdőszoba (73,4 nm)
Emelet: 4 szoba, 2 fürdőszoba zuhanyzóval és WC-vel, közlekedő, erkély (76,6 nm)

A házba lépve egy tágas előszoba fogad bennünket, ahol beépített szekrények vannak, míg a bal oldalon egy WC-t és egy fürdőszobát találunk. A lenti rész..."|https://ingatlan.com/34828188|630 m2||||||||||||||||||||0.0|0.0|0.0|7.6|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|7.6|0.0|7.6|Budapest általános|0.85|enhanced_4step|aggregated_from_1_sources|1|47.40466|18.933772|Diósd, Pacsirta utca|Prémium villa negyed|1.3
40|Diósd, Pest megye||118 M Ft||118 m2|1 000 000 Ft / m2|4|2025||új építésű|hőszivattyú||udvari beálló - benne van az árban|ingatlaniroda|6|Budapest és Diósd határában aszfaltozott utcában, újépítésű családi házak szomszédságban, eladó ez az intim telekkel rendelkező, redkívül igényes kivitelezésű, új építésű ikerház. Az épület a mostani energetikai feltételeknek maximálisan megfelel. Hőszívattyús hűtés-fűtés kerül kialakítsra. Az épület befejezése 7 hónapon belül lehetséges. Az ikerházak egymástól teljesen szeparáltak. A házakhoz tartózó telkek önllóak és önállóan megközelíthetőek. Csendes zöldövezet, kiváló közlekedés és infrastruktúra jellemzi. Busz közlekedés gyalog 5 perc. A közelben iskola, óvoda, bevásárló központ stb. Ennyért ilyen minőségű ingatlant diósdon nem talál. Az ingatlant csak irodánk értékesíti. Bejáráshoz időpont egyeztetés szükséges. Az ingatlan kedvezményes hitelre is megvásárolható!|https://ingatlan.com/34180969|500 m2|A+++|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|2.5|-2.0|0|0|0|0|0|1|1|1|5.7|2.0|3.7|Budapest általános|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4082916|18.9434797|Diósd, Pest megye|Budapest prémium kerület|1.3
41|Diósd, Dózsa György utca||174,99 M Ft||125 m2|1 399 920 Ft / m2|4|2025||új építésű|hőszivattyú, padlófűtés||önálló garázs - benne van az árban|ingatlaniroda|15|"Diósd szívében kínálom megvételre a látványterveken látható, önálló, nappali + 3 hálószobás, garázsos 125 m2-es prémium családi házat.
Az ingatlan építkezése még nem kezdődött el, ezáltal még segíteni tudunk a tervek változtatásán, akár két szintes családi ház is kialakítható a telekre.

Pár szó a környékről:
A környék Diósd szívében, a Dózsa György utcában található, csendes, minimális forgalommal rendelkező aszfaltos, összközműves utcában.
A lokáció tökéletes választás azoknak, akik a belvárost kedvelik, hiszen boltok, iskola, óvoda, éttermek, gyógyszertár akár gyalog is kényelmesen elérhetőek.
A környezet zöld, valóban csendes, nem lehet hallani az autópálya zaját még rossz időben sem.
A telek 826 m2, utcafrontja közel 19 méter, míg mélysége közel 44 méter, privát, jól kihasználható, sí..."|https://ingatlan.com/34913633|826 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|3.8|0.0|3.8|Budapest általános|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4082916|18.9434797|Diósd, Dózsa György utca|Prémium villa negyed|1.3
42|Érd, Érdliget||320 M Ft||600 m2|533 333 Ft / m2|6|1981 és 2000 között||jó állapotú|gázkazán||önálló garázs|ingatlaniroda|19|"Érdligeten, elegáns és csendes környéken, természetvédelmi terület szomszédságában, 2194 nm-es telken fekvő, 1999-ben épült, parkosított kerttel rendelkező, napos, minden igényt kielégítő, szigetelt villaépület.

Az ingatlant a tágas és légies terek jellemzik. A szinteket egy kényelmes méretű, világos lépcsőház köti össze.

A földszint központi részen egy 80 nm-es, kandallóval rendelkező, teraszkapcsolatos nappali található, melyben egy részben szeparált olvasószekció is kialakításra került. Szomszédságában a tágas, minden igényt kielégítő kert és teraszkapcsolatos, étellifttel szerelt, teljeskörűen gépesített, konyha és az ugyancsak kényelmes méretű étkező kapott helyet.

Ezen szinten egy szeparált lakrész is kialakításra került, 24 nm-es hálószobával és egy 20 nm-es, káddal és zuhanyzóva..."|https://ingatlan.com/34676559|600 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Budapest általános|0.85|enhanced_4step|aggregated_from_1_sources|1|47.3884329|18.935069|Érd, Érdliget|Érd Erdliget - Prémium|1.2
44|Diósd, Pest megye||320 M Ft||357 m2|896 358 Ft / m2|7|2024||újszerű|gázkazán|||ingatlaniroda|20|"Modern villa örökpanorámával Diósd legszebb részén – akár három generáció számára is ideális otthon!
Ez a 2024-ben épült modern, letisztult stílusú villa Diósd egyik legszebb pontján minden pillanathoz tökéletes hátteret nyújt.

A különleges térkialakítás és a Zebrano által megálmodott prémium enteriőr valódi luxusélményt nyújt – miközben a tágas terek és a lenyűgöző panoráma garantálják, hogy itt minden nap különlegesnek érződjön.

Főbb paraméterek
-Építés éve: 2024
-Falazat: 38-as tégla
-Hasznos alapterület: 357 m²
-Bruttó alapterület: 514 m²
-Telek mérete: 882 m²
-Szobák száma: 7, ebből 4 külön nyíló
-Fürdőszobák száma: 3
-Különálló WC-k: 3
-Panorámás teraszok
-Földszinti terasz: 37 m²
-Emeleti terasz: 120 m² – lélegzetelállító dunai panorámával
-Álmai konyhája már elkészült
-Hatalmas s..."|https://ingatlan.com/34875256|357 m2||||||||||||||||||||0.0|0.0|0.0|7.6|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|10.8|0.0|10.8|Budapest általános|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4082916|18.9434797|Diósd, Pest megye|Budapest prémium kerület|1.3
45|Diósd, Pest megye||234,90 M Ft||205 m2|1 145 853 Ft / m2|5|2026||új építésű|hőszivattyú, padlófűtés, hűtő-fűtő klíma||önálló garázs - benne van az árban|ingatlaniroda|6|"Diósd szívében kínálom megvételre a látványterveken látható, önálló, több mint 60 m2-es nappali-konyha étkezővel tervezett, 4 hálószobás prémium családi házat.
Az ingatlan építkezése még nem kezdődött el, ezáltal még segíteni tudunk a tervek változtatásán, akár két szintes családi ház is kialakítható a telekre.

Pár szó a környékről:
A környék Diósd szívében, a Dózsa György utcában található, csendes, minimális forgalommal rendelkező aszfaltos, összközműves utcában.
A lokáció tökéletes választás azoknak, akik a belvárost kedvelik, hiszen boltok, iskola, óvoda, éttermek, gyógyszertár akár gyalog is kényelmesen elérhetőek.
A környezet zöld, valóban csendes, nem lehet hallani az autópálya zaját még rossz időben sem.
A telek 826 m2, utcafrontja közel 19 méter, míg mélysége közel 44 méter, priv..."|https://ingatlan.com/34829317|205 m2|A++|||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|3.8|0.0|3.8|Budapest általános|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4082916|18.9434797|Diósd, Pest megye|Budapest prémium kerület|1.3
46|Érd, Érdliget||139,90 M Ft||194 m2|721 134 Ft / m2|7 + 1 fél|2025||új építésű|hőszivattyú, padlófűtés||önálló garázs - benne van az árban|ingatlaniroda|17|"Érdligeten, egy csendes, aszfaltozott, férfi neves utcában eladó egy 540 m²-es saroktelken épülő, két szintes, nettó 194,1 m²-es önálló családi ház. Az ingatlan 2 nappali + 3 szoba + 3 félszoba + 2 fürdőszoba elosztású, hőszivattyús fűtéssel, garázzsal és három terasszal. A tágas elrendezésnek köszönhetően akár több generációs otthonnak is kiváló választás.

Az épület modern technológiai megoldásokkal és prémium minőségű anyagokkal készül, betartva a száradási időket.
A ház vasalt, szigetelt beton sávalapra épül, 30-as Porotherm téglából, 10-es vakolt válaszfalakkal és beton födémmel.
A homlokzatra 15 cm dryvit szigetelés kerül, a lábazatra 10 cm XPS, az aljzatra 10 cm lépésálló, míg a fa szerkezetű zárófödémre 25 cm kőzetgyapot szigetelés kerül.
A tető sötétszürke Terran cserépfedést kap,..."|https://ingatlan.com/34767100|540 m2||||||||||||||||||||9.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|1|0|0|1|0|0|0|0|12.8|0.0|12.8|Budapest általános|0.85|enhanced_4step|aggregated_from_1_sources|1|47.3884329|18.935069|Érd, Érdliget|Érd Erdliget - Prémium|1.2
47|Diósd, Vadvirág utca||149 M Ft||360 m2|413 888 Ft / m2|8 + 2 fél|2001 és 2010 között||felújított|gázkazán, hűtő-fűtő klíma||utca, közterület - ingyenes|ingatlaniroda|29|"EGY HÁZ – SZÁMOS LEHETŐSÉG


Diósdon, kertvárosi környezetben kínálom eladásra ezt a 360 m²-ES, TÖBBGENERÁCIÓS CSALÁDI HÁZAT, mely 4 KÜLÖNÁLLÓ LAKÓEGYSÉGRE tagolható – akár BEFEKTETÉSNEK, SZÁLLÁSHELYNEK, vagy NAGYCSALÁDOS OTTHONNAK is ideális.

Az ingatlan egy 737 m²-ES TELKEN helyezkedik el, ahol minden adott a kényelmes, élménydús mindennapokhoz – vagy a vendégek magas színvonalú kiszolgálásához.

TÉNYEK, AMIK MEGGYŐZNEK
– 10 szoba (ebből 3 nappali, 7 különnyíló szoba)
– 4 külön bejáratú apartman, mindegyik saját konyhával és fürdővel
– Összesen 4 fürdőszoba (3 zuhanyzós, 1 kádas)
– 4 terasz, összesen kb. 80 m²
– ÉPÍTETT, FŰTHETŐ MEDENCE (4x5 m)
– FINN SZAUNA a kertben, tusolóval
– INFRA SZAUNA ÉS SÓSZOBA a házon belül
– HANGULATOS KERTI TÓ
– SZERSZÁMOS FAHÁZ, géptárolási lehetőséggel
– ..."|https://ingatlan.com/34808133|360 m2||||||||||||||||||||0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0|1|0|0|0|0|0|0|8.0|0.0|8.0|Budapest általános|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4082916|18.9434797|Diósd, Vadvirág utca|Általános terület|1.0
48|Érd, Érdliget||145 M Ft||150 m2|966 666 Ft / m2|4|2025||új építésű|hőszivattyú, padlófűtés||önálló garázs - benne van az árban|ingatlaniroda|10|"***Érdliget, panorámás!***
Kiváló lokáció, magas szintű kivitelezés!
Érdligeten, csendes, aszfaltozott utcában, igényes házak környezetében eladó egy újépítésű, 150m2-es, nappali + 3 hálószobás, garázsos, fedett teraszos, önálló családi ház.
A projekt nyár végén indul, várható átadás 2025. év vége. A házhoz tartozó telek területe 538m2, önálló helyrajzi számon.
A családi ház falazata 30-as Porotherm tégla lesz, 15 cm-es EPS szigeteléssel, a műanyag nyílászárók 3 rétegű, 6 légkamrás üvegezéssel lesznek ellátva. Modern, hőszivattyús fűtésrendszer, padlófűtéssel, a tetőn cserépfedés kerül megvalósításra. H tarifa előkészítéssel, 3,5 KW klímával kerül a ház átadásra. Egyéb extraként a bádog nemcsak a hagyományos horgonyzott színben, hanem a cseréppel azonos színben is kérhető.
A belső burkolat..."|https://ingatlan.com/34825735|538 m2|A|||||||||||||||||||9.0|0.0|0.0|0.0|0.0|3.2|2.5|0.0|1|0|0|0|0|1|1|0|14.7|0.0|14.7|Budapest általános|0.85|enhanced_4step|aggregated_from_1_sources|1|47.3884329|18.935069|Érd, Érdliget|Érd Erdliget - Prémium|1.2
49|Érd, Érdliget||216 M Ft||310 m2|696 774 Ft / m2|7|2001 és 2010 között||felújított|gázkazán, vegyes tüzelésű kazán||teremgarázs hely|ingatlaniroda|24|"Egy különleges, igazán egyedi otthonra vágyik? Megtalálta! Óriási terek, elegancia, luxus jellemzi ezt a fantasztikus hangulatú 2002-ben épült, minden igényt kielégítő otthont! A ház Érd elit részén található, ahol a szomszédos házak távol helyezkednek el egymástól, ahol természetközeli a környezet, csend van és nyugalom, az utcák aszfaltozottak és kiváló az infrastruktúra is! A Szép Házak című folyóiratban is megjelent ház magas minőségű anyagokból épült, de tulajdonosai azóta is nagy gondot fordítanak az állagmegóvásra, valamint a folyamatos korszerűsítésekre. A lakóterülete 230 m2, ezen felül tartozik hozzá egy 130 m2-es félszuterén, ahol helyet kapott a kétállásos garázs is! Mindezt egy 2266 nm területű, gyönyörűen ápolt, parkosított birtok veszi körül.
A nappaliban található gyönyörű ..."|https://ingatlan.com/34712496|310 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|3.8|0.0|3.8|Budapest általános|0.85|enhanced_4step|aggregated_from_2_sources|2|47.3884329|18.935069|Érd, Érdliget|Érd Erdliget - Prémium|1.2
50|Érd, Érdliget||224 M Ft||172 m2|1 302 325 Ft / m2|5|2024||új építésű|hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés||önálló garázs - benne van az árban|ingatlaniroda|21|"Érdliget legszebb részén, a Törökbálinti erdő mellett, aszfaltozott utcában eladó 870 m2-es telken egy ÚJ ÉPÍTÉSŰ, két szintes, nettó 172 m2-es, 4 szoba + nappali-amerikai konyha + 2 fürdős, Prémium minőségű, lapos tetős, igazán hangulatos családi ház, hőszivattyús mennyezet hűtés-fűtés, padlófűtéssel, dupla garázzsal, nagy teraszokkal, sok extrával.

A megbízható kivitelező cég 2003 óta több száz ingatlant épített már fel, saját tőkéből építik az ingatlanokat és rugalmasan állnak a vevők egyedi kéréseihez!
A kivitelező prémium minőségű anyagok felhasználásával, bevált szakemberek közreműködésével építi az ingatlanokat.

A ház a mai technológia elvárásoknak megfelelően, kiváló minőségű anyagokból épült, betartva a száradási időket.
Az épület szigetelt, vasbeton sávalapra épült, 30-as Porot..."|https://ingatlan.com/34288537|870 m2|A+|||||||||||||||||||9.0|0.0|0.0|7.6|0.0|0.0|0.0|0.0|1|0|0|1|0|0|0|0|16.6|0.0|16.6|Budapest általános|0.85|enhanced_4step|aggregated_from_2_sources|2|47.3884329|18.935069|Érd, Érdliget|Törökbálint-Tükörhegy|1.2
51|Érd, Érdliget||139,90 M Ft||148 m2|945 270 Ft / m2|5|2025||új építésű|hőszivattyú, padlófűtés||önálló garázs - benne van az árban|ingatlaniroda|13|"4 HÁLÓ + NAGY NAPPALI, REMEK INFRASTRUKTÚRA MÉGIS CSENDES KERTVÁROSI KÖRNYÉK, HŐSZIVATTYÚS FŰTÉS! KÜLÖNÁLLÓ CSALÁDIHÁZ!
AZ ÉRD-LIGETI VASÚTI MEGÁLLÓTÓL 10 PERC SÉTA TÁVOLSÁGBAN! ÉRD-LIGET kerületében, 582 m2-es különálló telekre épült, új építésű, 1 szintes 4 SZOBA+NAPPALIS, dupla fürdőszobás 137 m2 lakóterületű családi ház eladó. (m2-re vetítve egy ikerház árán, külön ház és helyrajzi számon szereplő, önálló családiházat vásárolhat)
Az ingatlan 137 m2 hasznos lakóterületű + 22 m2-es terasz tartozik hozzá. Tágas amerikai-konyhás nappali (48 m2); 4 hálószoba (11,,7 m2) az egyikhez saját zuhanyzó-WC-vel (3,9 m2); házkapcsolatú garázs (20 m2); fürdőszoba-WC (8,9 m2); előszoba (4,8 m2) található benne. A nappaliból közvetlen kapcsolat nyílik a 22 m2-es hátsó kert felé néző teraszra.
A ház Poro..."|https://ingatlan.com/34679105|582 m2|A++|||||||||||||||||||9.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1|0|0|0|0|0|0|1|9.0|2.0|7.0|Budapest általános|0.85|enhanced_4step|aggregated_from_2_sources|2|47.3884329|18.935069|Érd, Érdliget|Érd Erdliget - Prémium|1.2
52|Diósd, Pest megye||112 M Ft||115 m2|973 913 Ft / m2|4 + 1 fél|2025||új építésű|hőszivattyú, padlófűtés||teremgarázs hely|ingatlaniroda|13|"Kivételes lehetőség Diósd központ közeli, csendes, jól megközelíthető részén! Eladó egy 4 és fél szobás, önálló családi ház garázzsal 765 m2-es, összközműves telken, amely tökéletes választás lehet családoknak vagy azoknak, akik értékelik a nyugodt környezetet, mégis közel szeretnének maradni a városi infrastruktúrához.

A ház jelenlegi állapota lehetőséget ad arra, hogy még saját igényeire szabja otthonát:
- A belső válaszfalak elrendezése még módosítható, amennyiben időben lefoglalja az ingatlant.
- Választható homlokzati - és cserép szín.

Műszaki tartalom - megbízható, minőségi kivitelezéssel:
- 30 cm-es Porotherm N+F tégla falazat, 15 cm homlokzati hőszigeteléssel
- Belső válaszfalak: 10 cm-es tégla
- Modern, levegő-víz hőszivattyús fűtési rendszer az energiahatékonyság jegyében
- Műa..."|https://ingatlan.com/34906517|765 m2|A+|||||||||||||||||||13.5|0.0|0.0|0.0|0.0|0.0|5.0|0.0|1|0|0|0|0|0|1|0|18.5|0.0|18.5|Budapest általános|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4082916|18.9434797|Diósd, Pest megye|Budapest jó lokáció|1.1
53|Diósd, Liszt Ferenc utca||99,90 M Ft||130 m2|768 461 Ft / m2|3|1981 és 2000 között||újszerű|gázkazán, hűtő-fűtő klíma, cserépkályha||önálló garázs - benne van az árban|ingatlaniroda|30|"Diósd alacsony forgalmú zöldövezeti részén, 4 szobássá alakítható, teljeskörűen felújított és újjáépített, kondenzációs gáz-cirkó fűtéses, hőszigetelt kertes családi ház garázzsal eladó!

Diósd csendes alacsonyforgalmú zöldövezeti mellékutcájában, Ringtelepen a Liszt Ferenc utcában, családiházas lakóövezetben, autóval pár perce a 6-os és a 7-es úttól, az M1-M7 bevezető szakaszától, az Egér úttól, az M0-ás körgyűrűtől, valamint kb. 25 percre Budapest belvárosától, az INTERSPAR hipermarket közelében eladó, egy 849 nm-es rendezett összközműves parkosított dísz és konyhakertes telken elhelyezkedő, teljes körűen felújított, újjáépített és hőszigetelt, 1 szintes, 130 nm-es lakóterülettel + 12 nm-es kerti terasszal + padlással + önálló garázzsal és autóbeállóval rendelkező, 1 nappali + 2 szobás d..."|https://ingatlan.com/34810968|849 m2||||||||||||||||||||0.0|4.0|0.0|0.0|0.0|6.4|0.0|-6.0|0|1|0|0|0|1|0|1|10.4|6.0|4.4|Budapest általános|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4082916|18.9434797|Diósd, Liszt Ferenc utca|Budapest általános|1.0
54|Diósd, Naphegy||159,90 M Ft||139 m2|1 150 359 Ft / m2|5|2024||új építésű|hőszivattyú, padlófűtés, hűtő-fűtő klíma||udvari beálló - benne van az árban|ingatlaniroda|18|"FOKOZOTTAN HŐSZIGETELT, MÍNŐSÉGI ANYAGOK FELHASZNÁLASÁVAL, APRÓLÉKOS PRECÍZ MUNKÁVAL KIVITELEZETT, MAGAS MŰSZAKI TARTALOM! MEGBÍZHATÓ KÖZEL 20 ÉVE MŰKÖDŐ CÉGTŐL! CSOK+ TÁMOGATÁSSAL is MEGVÁSÁROLHATÓ! ŐNÁLLÓ, MINDEN IGÉNYT KIELÉGÍTŐ, 3 HÁLÓSZOBA + NAPPALIS, ALACSONY ENERGIA FELHASZNÁLÁSÚ CSALÁDI HÁZ!
Diósdon, már kiépült, fás, kertvárosi környezetben, 693 m2-es, önálló ház és helyrajzi számon nyilvántartott telekre épült. 1 szintes, 123 m2-es hasznos lakóterületű, 4 szoba (16,9; 9; 8.5; 8,4 m2) + nappali-konyha-étkező (36 m2), kamra, 2 fürdő, kézmosó-WC, gardrób, helyiségekből álló családi ház.
A szülői szoba (17 m2) saját gardróbbal és azon keresztűl megközelíthető fürdőszobával rendelkezik.
A nappali tájolásának, széles ablakainak és tetőcsúcsig terjedő belmagasságának köszönhetően a napf..."|https://ingatlan.com/34376952|693 m2|A+|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|I. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4939683|19.0351688|Diósd, Naphegy|Általános terület|1.0
55|Érd, Bor utca||114 M Ft||177 m2|644 067 Ft / m2|6|1981 és 2000 között||jó állapotú|gázkazán|||ingatlaniroda|14|"Eladó Családi Ház Érden, Érdliget Csendes Övezetében!

Eladásra kínálunk egy remek állapotban lévő, 2000-ben épült, önálló családi házat Érd Érdliget részén, csendes, családi házas környezetben. Az ingatlan 557 m²-es telken helyezkedik el, és nettó 177 m² hasznos alapterülettel rendelkezik.

A ház földszintjén található egy tágas és hangulatos átriumos nappali konyhával, valamint egy előszoba, egy hálószoba, egy wc és egy fürdőszoba. A nappali nagy teraszajtaja elektromos redőnnyel van felszerelve. A garázs egy autó beállására alkalmas, és szintén elektromos ajtóval rendelkezik.

Az emeleti szintre felérve a galériáról lenézhetünk a nappalira, itt kb. 6 méteres a belmagasság. Ezen a szinten található még egy nagy nappali konyhával, három hálószoba és egy fürdőszoba is. A fenti szint melegv..."|https://ingatlan.com/34316583|557 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4580635|19.0327272|Érd, Bor utca|Érd Erdliget - Prémium|1.2
56|Diósd, Diósdliget||320 M Ft||394 m2|812 182 Ft / m2|6|2001 és 2010 között||újszerű|gázkazán, padlófűtés||teremgarázs hely - benne van az árban|ingatlaniroda|27|"DIÓSDLIGETEN LUXUSKIVITELŰ CSALÁDI HÁZ ELADÓ!!!

Diósdligeten gyönyörű erdős környezetben, 882 nm-es panorámás, összközműves telken, 2 lakószint+szuterénes, 394 nm-es, 4 szoba + 2 nappalis családi ház, 118 nm-es fedett terasszal, 320 MFt-ért megvásárolható. (Azonosító: 2958)

Az impozáns épület, rendkívül magas műszaki színvonalon, mediterrán stílusban épült. Hatalmas terek, letisztult vonalak, elegáns megjelenés jellemzi.

Az ingatlan 2008-as építésű, 2024-2025-ben teljeskörű felújítás történt.

Rövid műszaki tartalom: 38-as Porotherm tégla falazatra homlokzati hőszigetelés került, belső falai vakoltak, festettek, fűtése gáz kazánról üzemel padló és radiátor hőleadással, nappaliban kandalló kapott helyet, tető szerkezete eltolt nyeregtető, Bramac cserép héjazattal ellátott, födém monolit ..."|https://ingatlan.com/34865208|394 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|3.2|2.5|0.0|0|0|0|1|0|1|1|0|9.5|0.0|9.5|Budapest általános|0.85|enhanced_4step|aggregated_from_1_sources|1|47.41388269999999|18.9352531|Diósd, Diósdliget|Prémium villa negyed|1.3
