id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api|varosresz_kategoria|varosresz_premium_szorzo
11|Budaörs, Kismartoni utca 67.||169,90 M Ft||114 m2|1 490 350 Ft / m2||2026||új építésű|hőszivattyú||udvari beálló - kötelező megvenni|ingatlaniroda|10|"K67 Residence

Kamaraerdő panorámás, domboldalán újonnan épülő energiatakarékos 2 ikerházból álló ingatlanfejlesztésen dolgozunk, amely összesen négy eladó lakást foglal magában.
I/1-es lakás: netto 114 nm-es 2 szintes N+ 3 szobás ikerházfél megvásárolható 169.9 M Ft-ért.

A lakás elrendezése ideális családok számára. Földszinten az előszobából egy vendégmosdó nyílik. Továbbhaladva egy rendkívül tágas 55 nm-es amerikai konyhás nappali biztosítja a teret akár nagyobb családi, baráti összejövetelekre. Különlegessége, hogy 2 irányból is terasz kapcsolatos ,így úszik a napfényben. Ráadásul a konyhából és a nappaliból is ki lehet ülni a szabadba. Saját privát kb. 160 nm parkosított kert tartozik a lakáshoz.
A lépcső alatt praktikusan egy tároló/háztartási helyiség kialakítható.

Az emeleten 3 d..."|https://ingatlan.com/34695262|163 m2|A+|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Kamaraerdő|1.25
12|Budaörs, Kolozsvári utca||259,90 M Ft||260 m2|999 615 Ft / m2|5 + 2 fél|1981 és 2000 között||felújított|gázkazán, kandalló||teremgarázs hely|ingatlaniroda|11|"Exclusive Francia stílusú polgári otthon Budaörs egyik legfelkapottabb utcájában, kitűnő közlekedésnél eladó egy nagyon szépen felújított, kényelmes családi ház.

A ház az 1990-es évek elején épült, 2016-ban teljeskörű felújításon esett át, melynek során nyílászáró csere, szigetelés és teljes külső-belső design megújítás történt, ekkor kapta a jelenlegi finom, elegáns klasszikus, franciás stílust.

A netto alapterület 260 m2 + nagy teraszok. Nappali kandallóval és étkezővel + 4 kényelmes méretű háló, 2 nagy fürdő, 3 külön wc, gardróbok, a szuterén szinten rengeteg tároló, gépház, és egy nagyméretű kétállásos garázs kaptak helyet.
A kertben további 4 autó kényelmes beállására van lehetőség.
Különleges növényzetű kert, fűthető kutyaház, öntözőrendszer. A telek hátsó része egy gyönyörű nagy p..."|https://ingatlan.com/34039634|260 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Törökbálint határ|1.2
13|Budaörs, Kismartoni utca 67.||149,90 M Ft||98 m2|1 529 591 Ft / m2||2026||új építésű|hőszivattyú||udvari beálló - kötelező megvenni|ingatlaniroda|10|"K67 Residence

Kamaraerdő panorámás, domboldalán újonnan épülő energiatakarékos 2 ikerházból álló ingatlanfejlesztésen dolgozunk, amely összesen négy eladó lakást foglal magában.
I/2-es lakás: netto 98 nm-es 2 szintes N+ 3 szobás ikerházfél megvásárolható 149.9 M Ft-ért.

Földszinten az előszobából egy vendégmosdó nyílik. Továbbhaladva egy rendkívül tágas 47 nm-es amerikai konyhás nappali biztosítja a teret akár nagyobb családi,baráti összejövetelekre. Különlegessége,hogy 2 irányból is terasz kapcsolatos,így úszik a napfényben. Ráadásul a konyhából és a nappaliból is ki lehet ülni a szabadba. Saját privát kb. 130 nm parkosított kert tartozik az ingatlanhoz.
A lépcső alatt praktikusan egy tároló/háztartási helyiség kialakítható.

Az emeleten 3 db jó méretű hálószoba helyezkedik el,melyből a..."|https://ingatlan.com/34695282|129 m2|A+|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Kamaraerdő|1.25
14|Budaörs, Kismartoni utca 67.||149,90 M Ft||129 m2|1 162 015 Ft / m2||2026||új építésű|hőszivattyú||udvari beálló - kötelező megvenni|ingatlaniroda|10|"K67 Residence

Kamaraerdő panorámás, domboldalán újonnan épülő energiatakarékos 2 ikerházból álló ingatlanfejlesztésen dolgozunk, amely összesen négy eladó lakást foglal magában.
II/1-es lakás: netto 98 nm-es 2 szintes N+ 3 szobás ikerházfél megvásárolható 149.9 M Ft-ért.

A lakás elrendezése ideális családok számára. Földszinten az előszobából egy vendégmosdó nyílik. Továbbhaladva egy rendkívül tágas 47 nm-es amerikai konyhás nappali biztosítja a teret akár nagyobb családi, baráti összejövetelekre. Különlegessége, hogy 2 irányból is terasz kapcsolatos, így úszik a napfényben. Ráadásul a konyhából és a nappaliból is ki lehet ülni a szabadba. Saját privát kb. 130 nm parkosított kert tartozik a lakáshoz.
A lépcső alatt praktikusan egy tároló/háztartási helyiség kialakítható.

Az emeleten 3 d..."|https://ingatlan.com/34715896|129 m2|A+|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Kamaraerdő|1.25
15|Budaörs, Kismartoni utca 67.||169,90 M Ft||131 m2|1 296 946 Ft / m2||2026||új építésű|hőszivattyú||udvari beálló - kötelező megvenni|ingatlaniroda|10|"K67 Residence

Kamaraerdő panorámás, domboldalán újonnan épülő energiatakarékos 2 ikerházból álló ingatlanfejlesztésen dolgozunk, amely összesen négy eladó lakást foglal magában.
II/2-es lakás: netto 114 nm-es 2 szintes N+ 3 szobás ikerházfél megvásárolható 169.9 M Ft-ért.

A lakás elrendezése ideális családok számára. Földszinten az előszobából egy vendégmosdó nyílik. Továbbhaladva egy rendkívül tágas 55 nm-es amerikai konyhás nappali biztosítja a teret akár nagyobb családi, baráti összejövetelekre. Különlegessége, hogy 2 irányból is terasz kapcsolatos,így úszik a napfényben. Ráadásul a konyhából és a nappaliból is ki lehet ülni a szabadba. Saját privát kb. 175 nm parkosított kert tartozik a lakáshoz.
A lépcső alatt praktikusan egy tároló/háztartási helyiség kialakítható.

Az emeleten 3 d..."|https://ingatlan.com/34716107|174 m2|A+|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Kamaraerdő|1.25
16|Budaörs, Jókai utca||385,50 M Ft||300 m2|1 285 000 Ft / m2||2001 és 2010 között||jó állapotú|||önálló garázs - benne van az árban|maganszemely|22|"Elegáns, modern otthon várja új tulajdonosát.
Bruttó 368 négyzetméteres házunk egy 531 négyzetméteres telken található, mely 2002-ben épült. A ház három szintjén 5 hálószoba és több funkcionális helyiség található, amelyek lehetővé teszik, hogy könnyedén átalakítsd őket a saját igényeid szerint.

A házhoz tartozik egy három állású garázs, amely biztonságban tartja autóidat és kényelmes megoldást kínál a parkolásra.
A beépített medence biztosítja a kellemes kikapcsolódást a forró nyári napokon, miközben a nagy terasz és a kert remek helyszín a családi és baráti összejövetelekhez.

Az ingatlan belső terei modern dizájnnal rendelkeznek, és kényelmes otthoni környezetet biztosítanak. A konyha teljesen felszerelt, és a nappali tágas és világos, ideális hely az egész család számára a közös időtö..."|https://ingatlan.com/33671797|300 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|3.8|0.0|3.8|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Új Lakónegyed|1.15
17|Budaörs, Búzavirág utca 8.||209 M Ft||165 m2|1 266 666 Ft / m2||1981 és 2000 között||felújított|gázkazán, vegyes tüzelésű kazán||önálló garázs - benne van az árban|maganszemely|22|"Budaörs Kamaraerdőn csendes forgalommentes zsákutca legvégén eladó egy ikerház fél. Az épület 3 szintes, masszív anyagokból az 1980-as években épült, 2022-re prémium minőségű anyagokkal teljes körűen felújított. Az épület és a kert teljesen elszeparált, ügyvéd előtt aláírt megosztási szerződés van.

Az épület alapja vasbeton, falazata tégla, a tetőfedés zsindely. Elrendezése tágas és fényes.

Az épület középső és legfelső szintjei a lakószint+tetőtér. Az épület teljesen alápincézett, mely félszuterén.

A középső szinten (belső nettó 98 nm + terasz + erkély) található 1 nappali, 3 szoba, konyha étkezővel valamint spájz, külön WC, kád + épített zuhanyzós fürdőszoba.

A teljes értékű tetőtérben (belső nettó 65 nm + 2 db loggia) 2 szoba, közlekedő, épített zuhanyzós fürdő + WC, tároló.

A lega..."|https://ingatlan.com/34345405|745 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|7.0|0.0|7.0|Ismeretlen|0.0|fallback|none|0||||Budaörs Kamaraerdő|1.25
18|Budaörs, Széles utca||58 M Ft||70 m2|828 571 Ft / m2||1950 és 1980 között||felújítandó|gázkazán||utca, közterület - ingyenes|maganszemely|11|"Eladó,Budaörsön frekventált rèszèn ,395nm² telken ,70nm² felújítandó hàz.
Osztatlan közös tulajdon.
Öszkonfortos.Víz villany gàz az èpületben.

Gyalog 5percre az Aushan , Ikea, Decathlon.Bölcsöde , ovi,iskola,önkormànyzat, orvos,okmànyiroda.........
Kocsival 5percre vagy vàrosi busszal megközelíthető a Tesco,Lidl,Aldi....
Több busz jàrat 5perc sètàra , Kelenföld, Móricz,Szèn Kàlmàn tèr.

Àr: 70-ről 58 millió

Tel.szàm

INGATLANOSOKKAL NEM FOGLALKOZOM."|https://ingatlan.com/34720430|395 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-8.0|0|0|0|0|0|0|0|1|0.0|8.0|-8.0|Ismeretlen|0.0|fallback|none|0||||Budaörs Belváros|1.0
19|Budaörs, Tavasz utca 3.||75,90 M Ft||78 m2|973 076 Ft / m2|2 + 1 fél|||jó állapotú|gázkazán, hűtő-fűtő klíma||utca, közterület - ingyenes|maganszemely|16|"Budaörs Ófalu szívében: stílusosan felújított, kertes házrész (a csatolt alaprajzon B-vel jelölve) otthoni irodával – Gyorsan költözhető!

Fedezze fel ezt a gondosan, belül felújított, nettó 62 m²-es, földszintes házrészt Budaörs hangulatos Ófalujában (2 szobás), melyhez egy 100 m²-es, kizárólagos használatú kert és egy nettó 16 m²-es, szintén felújított melléképület (fél szoba + tároló) is tartozik!

Ideális bárkinek, aki értékeli a központi elhelyezkedést, a privát kertet és a kényelmet.
A B ház és a hozzátartozó kert osztatlan közös tulajdonú, a két szomszéddal ügyvéd által ellenjegyzett, jogutódokra is érvényes használati megosztási szerződés biztosítja a zavartalan együttélést.

Miért fogja szeretni ezt az otthont?

- Azonnal költözhető, részben felújított: az elmúlt években számos fo..."|https://ingatlan.com/34732686|202 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|0|0|0|0|0|0|1|0|5.0|0.0|5.0|Ismeretlen|0.0|fallback|none|0||||Budaörs Központ - Villa Negyed|1.3
20|Budaörs, Vak Bottyán utca 4/A||275 M Ft||119 m2|2 310 924 Ft / m2|4 + 1 fél|2011||újszerű|gázkazán, hőszivattyú||udvari beálló - benne van az árban|maganszemely|12|"Budaörs Vak Bottyán utcában eladó egy mediterrán stílusú ikerházfél.

Budaörs Vak Bottyán utca egyik vége Budapesttel határos, az utca az egyes úttal párhuzamos első utca az autópálya felé. Az elhelyezkedése emiatt kiváló, egyrészt közel van mindenhez (Budaörsön van Tesco, Auchan, CBA, Lidl, Aldi, IKEA, XXXLUTZ, stb, egyszóval minden ami bevásárlás), másrészt Budapest is nagyon könnyen megközelíthető, legközelebbi buszmegálló a Felsőhatár úti, ahova még normál Budapest bérlettel is el lehet utazni, nem szükséges kiegészítő bérlet. Az utca és az egész terület nagyon csendes, átmenő forgalomtól mentes, a Szellő utca kifelé egyirányú, az Alsóhatár utca megkerüli az egész területet, ide csak az jön, aki ezen a területen lakik. A Vak Bottyán utca azon kevés utcák egyike Budaörsön, amik kellően ..."|https://ingatlan.com/34710048|342 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Törökbálint határ|1.2
